name,record,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average
Islam Makhachev,28-1-0,28,1,0,"5' 10""",170 lbs.,"70""",Southpaw,"Oct 27, 1991",2.45,,1.45,0.61,,0.56,0.91,
